1/21/2 216172782114832388 11 8649163084365037568 6 9286563169126318080 5 290201800500314112 0 4565240998002688 8 139452219392 7 6648676483072 9 71195533770752 4 8624406528 10 49376 3 6303760 2 3594 1 4311810305 
1/21/3 216172782114832392 9 2031123431944093696 4 16177070599003176960 8 4226522697170944 7 18120776259469312 10 26508538150912 5 3307225481216 0 139320098816 6 134749184 11 2155905216 3 4218928 2 393734 1 4311810305 
1/21/4 216172782114832400 10 6949054225032675328 6 2019873228968689664 8 9259612489862086656 3 52879771566080 11 1693265153753088 9 284782135083008 7 415542280192 5 807428096 4 8421600 0 531464 2 393734 1 4311810305 
1/21/5 216172782114832416 9 13866583252673757184 8 4325707442089361408 6 36275637379399680 4 1974740063354880 7 26594705932288 5 3307225481216 0 278640197632 11 34494483456 10 8437952 3 2109464 2 393734 1 4311810305 
1/21/6 216172782114832448 8 17302829768357445632 10 54289486133067776 6 290205099035197440 9 583233812650000384 7 8848035282944 5 3307225481216 4 962611642368 11 3229646976 3 4218928 0 531464 2 393734 1 4311810305 
1/21/7 216172782114832385 8 4325707442089361408 6 4643281584563159040 10 1973623371857920 11 9259542395995815936 9 13224204304384 7 52879905783808 5 141205438464 2 117768192 4 134756352 3 6340736 1 124 0 132866 
1/22/1 216172782115880962 11 8664925683060834304 6 296116073546121216 8 9259612489862086656 7 9068840625373184 10 847732054949888 9 413256384512 3 51640401920 5 3225444352 4 8421600 2 1576984 0 265732 1 4311810305 
1/22/2 216172782115880964 8 8651414884178722816 6 9286563169126318080 0 292175423872172032 9 123969936031744 3 284799281397760 5 9037148061696 10 235274240 7 270020608 11 3229646976 4 4210800 2 3594 1 4311810305 
1/22/3 216172782115880968 9 1760907454301863936 4 16177070599003176960 8 2317770511351808 5 290201800500314112 0 71331890593792 10 2224893722624 7 103885570048 6 134749184 11 2155905216 3 4218928 2 393734 1 4311810305 
1/22/4 216172782115880976 10 13898108450065350656 8 4327959241903046656 11 264432546480128 6 3945064900329472 7 8899373563904 9 284782135083008 3 413123215360 5 3225444352 4 8421600 0 531464 2 393734 1 4311810305 
1/22/5 216172782115880992 10 16194944260024303616 0 292175423872172032 6 9253627298316288 11 1733903517443162112 3 284799281397760 9 826512769024 4 8830687641600 8 2160099456 5 1077312 7 527384 2 393734 1 4311810305 
1/22/6 216172782115881024 9 1760907454301863936 8 292452500802371584 4 16177070599003176960 10 61675730370560 7 71331353722880 6 7705204883456 5 17650679808 11 3229646976 3 4218928 0 531464 2 393734 1 4311810305 
1/22/7 216172782115880961 10 872572427803033600 4 8088535299501588480 9 859818092920832 11 9259542395995815936 3 9060078892089344 7 141201244160 5 25837699072 8 1103856992256 2 403707904 6 8446080 1 124 0 132866 
1/23/1 216172782117978114 11 8664925683060834304 8 9259612489862086656 6 15780259601317888 9 289369504557826048 10 847732054949888 3 35599910174720 7 17414881280 5 807428096 4 8421600 2 1576984 0 265732 1 4311810305 
1/23/2 216172782117978116 9 8077205931688984576 6 9286563169126318080 7 866384376361910272 8 132010114809856 3 284799281397760 0 139320098816 5 34594750464 11 826789625856 10 24800 4 1839120 2 3594 1 4311810305 
1/23/3 216172782117978120 11 8664925683060834304 0 292175423872172032 8 9259612489862086656 7 13537255880654848 3 35599910174720 9 284782135083008 10 51741458432 5 807428096 4 8421600 6 1055760 2 393734 1 4311810305 
1/23/4 216172782117978128 9 866661453292109824 10 1159703292326969344 11 13871228139545296896 8 2332899928788959232 6 70647380180992 7 4518439813120 5 3307225481216 3 271605760 4 8421600 0 531464 2 393734 1 4311810305 
1/23/5 216172782117978144 11 8649163084365037568 10 9277626338615754752 9 13541585207689216 5 290201800500314112 0 35665945296896 6 2259186352128 8 552985460736 4 470814720 3 2121920 7 527384 2 393734 1 4311810305 
1/23/6 216172782117978176 10 6944585809777393664 6 2019873228968689664 8 9259612489862086656 4 1974740063354880 9 4521295026847744 5 3307225481216 3 413123215360 11 3229646976 7 2121776 0 531464 2 393734 1 4311810305 
1/23/7 216172782117978113 10 16194944260024303616 6 2019873228968689664 3 13616626876284928 4 1971428643569664 7 17833241083904 8 141290473783296 11 4415294275584 9 2207663587328 2 403707904 5 2154624 1 124 0 132866 
1/24/1 216172782122172418 9 13866583252673757184 11 4324581542182518784 10 852121511526400 7 2278239632359424 8 36170361288523776 3 105759543132160 6 8824946688 5 1614856192 4 2105568 2 1576984 0 265732 1 4311810305 
1/24/2 216172782122172420 9 866661453292109824 6 16158985831749517312 0 1168701695488688128 11 16527034155008 8 36170361288523776 7 35392141131776 5 17650679808 4 8624406528 10 49376 3 6303760 2 3594 1 4311810305 
1/24/3 216172782122172424 10 16194944260024303616 9 866661453292109824 8 9271082045407232 3 1159690098187436032 11 1032939634688 7 3324338241536 0 34830024704 5 1614856192 4 2105568 6 1055760 2 393734 1 4311810305 
1/24/4 216172782122172432 11 17329851366121668608 9 866661453292109824 8 33812181577367552 10 211933013737472 3 26439885783040 6 7705204883456 7 206562131968 5 1614856192 4 2105568 0 531464 2 393734 1 4311810305 
1/24/5 216172782122172448 9 866661453292109824 7 3485821295956852736 11 13871228139545296896 3 6768610760458240 6 70647380180992 0 17832972648448 5 3307225481216 10 57536 4 7344144 8 134745096 2 393734 1 4311810305 
1/24/6 216172782122172480 8 292452500802371584 10 13889241988298964992 4 4044267649750794240 6 4534454672424960 7 71332964335616 5 3307225481216 3 51943309312 9 1077985408 11 538976304 0 531464 2 393734 1 4311810305 
1/24/7 216172782122172417 11 17298326168730075136 9 866661453292109824 7 27074511761309696 6 2260716165791744 10 7709466296320 8 36240455154794496 5 276758003712 2 117768192 4 134756352 3 6340736 1 124 0 132866 
1/25/1 216172782113784322 9 4062246863888187392 7 296120471592632320 10 852121511526400 11 13871228139545296896 8 17849884082176 5 105831215398912 6 8824946688 3 811614208 4 8421600 0 1062928 2 787468 1 4311810305 
1/25/2 216172782113784324 9 866661453292109824 6 16158985831749517312 7 1168719287674732544 1 34084860461056 4 36170496579993600 8 128983236608 10 1882193920 5 4412669952 11 2155905216 3 4218928 0 531464 2 196867 
1/25/3 216172782113784328 9 2031123431944093696 6 16158985831749517312 10 1973623371857920 8 35699768164352 7 2282603319132160 11 36170087484358656 5 8825339904 3 811614208 4 8421600 0 1062928 2 394246 1 4311810305 
1/25/4 216172782113784336 11 17298326168730075136 6 290205099035197440 10 54254851516792832 9 578739009115652096 8 9042796480561152 7 3324338241536 0 34830024704 5 3225444352 4 8421600 3 3151880 2 394246 1 4311810305 
1/25/5 216172782113784352 11 17329851366121668608 9 880453727150931968 0 18260963992010752 4 1974740063354880 7 26594705932288 5 3307225481216 6 553522298880 8 34495531008 10 4243648 3 2109464 2 394246 1 4311810305 
1/25/6 216172782113784384 10 13889171619554787328 6 4039746457937379328 0 292175423872172032 11 9042522676396032 7 8916419215360 9 284782135083008 8 141564277948416 5 403714048 3 6340736 4 526392 2 394246 1 4311810305 
1/25/7 216172782113784321 9 2019301482922246144 10 13889241988298964992 5 2321614404002512896 11 17721035063296 6 289175853072384 3 106379897470976 0 139320098816 8 1079296 7 135136256 4 117506304 2 12615872 1 62 
1/26/1 216172782113784834 9 2031123431944093696 6 16158985831749517312 10 1973623371857920 7 2282603319132160 11 36170087484358656 0 35665945296896 3 34765537280 8 8690729472 4 8421600 5 4222992 2 788492 1 4311810305 
1/26/2 216172782113784836 11 8649163084365037568 7 9286492800382140416 5 290201800500314112 0 4565240998002688 6 141701708513280 9 52479131648 2 6605760364544 10 1086373888 8 8432 3 3151880 4 918018 1 4311810305 
1/26/3 216172782113784840 9 2031123431944093696 6 16158985831749517312 10 1973623371857920 8 35699768164352 7 2282603319132160 11 36170087484358656 5 8825339904 3 811614208 4 8421600 0 1062928 2 393734 1 4311810305 
1/26/4 216172782113784848 11 17298326168730075136 6 290205099035197440 10 54254851516792832 9 578739009115652096 8 9042796480561152 7 3324338241536 0 34830024704 5 3225444352 4 8421600 3 3151880 2 393734 1 4311810305 
1/26/5 216172782113784864 11 17329851366121668608 9 880453727150931968 0 18260963992010752 4 1974740063354880 7 26594705932288 5 3307225481216 6 553522298880 8 34495531008 10 4243648 3 2109464 2 393734 1 4311810305 
1/26/6 216172782113784896 10 13889171619554787328 6 4039746457937379328 0 292175423872172032 11 9042522676396032 7 8916419215360 9 284782135083008 8 141564277948416 5 403714048 3 6340736 4 526392 2 393734 1 4311810305 
1/26/7 216172782113784833 9 13866583252673757184 11 4324581542182518784 6 36275637379399680 3 2265019723022336 10 847727759982592 0 17832972648448 7 278638100480 8 1079296 5 135135744 4 117506304 2 12615872 1 62 
